City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Hay River,75,CA,2019-06-24 16:25:31,87,60.82,-115.79,60.8,2.1
Komsomolskiy,98,RU,2019-06-24 16:25:31,81,67.55,63.78,39.83,6.12
Marsa Matruh,0,EG,2019-06-24 16:25:31,58,31.35,27.25,86.0,5.1
Christchurch,62,NZ,2019-06-24 16:25:31,93,-43.53,172.64,41.0,2.6
Anloga,20,GH,2019-06-24 16:25:31,78,5.79,0.9,82.4,6.7
Phalaborwa,19,ZA,2019-06-24 16:25:31,45,-23.95,31.14,68.0,1.5
Morondava,0,MG,2019-06-24 16:25:31,70,-20.3,44.28,77.27,4.36
Cabra,0,ES,2019-06-24 16:25:31,33,37.47,-4.43,91.4,4.1
Dunda,59,IN,2019-06-24 16:25:31,75,30.62,78.32,72.41,2.94
Kahului,1,US,2019-06-24 16:25:31,88,20.89,-156.47,75.992,5.01
Ushirombo,85,TZ,2019-06-24 16:25:31,42,-3.47,31.9,80.33000000000001,1.55
Nogliki,100,RU,2019-06-24 16:25:31,99,51.8,143.14,46.67,2.19
Mayya,75,RU,2019-06-24 16:25:31,93,61.74,130.28,60.8,3.0
Ambovombe,0,MG,2019-06-24 16:25:31,85,-25.18,46.09,72.77,5.56
Korsakov,33,RU,2019-06-24 16:25:31,93,46.63,142.78,42.8,1.0
Yablochnyy,14,RU,2019-06-24 16:25:31,93,47.17,142.07,42.8,1.0
Wasilla,90,US,2019-06-24 16:25:31,77,61.58,-149.44,62.995999999999995,1.5
Durango,1,US,2019-06-24 16:25:31,32,37.28,-107.88,66.2,2.6
Necochea,100,AR,2019-06-24 16:25:31,91,-38.55,-58.74,51.998000000000005,1.79
Dusti,40,TJ,2019-06-24 16:25:31,32,37.35,68.68,84.2,2.0
Ahipara,0,NZ,2019-06-24 16:25:31,73,-35.17,173.16,57.83,8.14
Gravdal,75,NO,2019-06-24 16:25:31,93,59.79,5.78,57.992000000000004,2.6
Moose Factory,1,CA,2019-06-24 16:25:31,35,51.26,-80.61,71.6,5.1
Mount Gambier,100,AU,2019-06-24 16:25:31,81,-37.83,140.78,44.6,2.6
Nurota,0,UZ,2019-06-24 16:25:31,13,40.56,65.69,89.6,3.1
Balaguer,0,ES,2019-06-24 16:25:31,22,41.79,0.81,91.994,8.2
Karratha,0,AU,2019-06-24 16:25:31,51,-20.74,116.85,68.27,0.49
Copiapo,90,CL,2019-06-24 16:25:31,67,-27.37,-70.33,59.0,7.7
Port Lincoln,100,AU,2019-06-24 16:25:31,83,-34.72,135.86,50.269999999999996,10.38
Kudat,75,MY,2019-06-24 16:25:31,83,6.89,116.84,82.4,1.5
Nemuro,100,JP,2019-06-24 16:25:31,93,43.32,145.57,48.650000000000006,0.96
Chokurdakh,0,RU,2019-06-24 16:25:31,45,70.62,147.9,63.05,4.28
Xai-Xai,1,MZ,2019-06-24 16:25:31,74,-25.04,33.64,67.37,1.73
Bani Walid,0,LY,2019-06-24 16:25:31,9,31.76,14.0,100.67,3.99
Zaysan,100,KZ,2019-06-24 16:25:31,59,47.47,84.87,57.47,3.17
Biak,89,ID,2019-06-24 16:25:31,97,-0.91,122.88,64.49000000000001,1.83
Kaoma,0,ZM,2019-06-24 16:25:31,22,-14.8,24.8,79.78999999999999,2.95
Palu,100,ID,2019-06-24 16:25:31,93,-0.9,119.87,74.21000000000001,1.48
Dakar,0,SN,2019-06-24 16:25:31,45,14.69,-17.45,87.80000000000001,5.1
Bud,0,NO,2019-06-24 16:25:31,63,62.91,6.91,64.4,4.1
Dingalan,100,PH,2019-06-24 16:25:31,88,15.39,121.39,79.61,2.43
Kyabram,67,AU,2019-06-24 16:25:31,84,-36.31,145.05,39.002,2.24
Eureka,75,US,2019-06-24 16:25:31,93,40.8,-124.16,57.992000000000004,10.03
Darhan,100,MN,2019-06-24 16:25:31,63,49.49,105.92,65.57,4.48
Aberdeen,1,US,2019-06-24 16:25:31,49,45.47,-98.49,75.992,2.22
Yulara,18,AU,2019-06-24 16:25:31,33,-25.24,130.99,44.6,2.6
Birao,33,CF,2019-06-24 16:25:31,38,10.3,22.78,93.47,2.36
Santa Maria da Boa Vista,97,BR,2019-06-24 16:25:31,26,-8.8,-39.83,86.45,6.81
Hobyo,0,SO,2019-06-24 16:25:31,67,5.35,48.53,79.97,12.29
Aykhal,0,RU,2019-06-24 16:25:31,39,65.95,111.51,66.2,2.0
Vila Franca do Campo,40,PT,2019-06-24 16:25:31,56,37.72,-25.43,69.80000000000001,5.7
Suileng,100,CN,2019-06-24 16:25:31,82,47.25,127.08,69.17,2.22
Polyarnyy,0,RU,2019-06-24 16:25:31,33,69.2,33.45,59.0,4.0
Maumere,0,ID,2019-06-24 16:25:31,74,-8.63,122.22,72.05000000000001,2.88
Sibinal,75,GT,2019-06-24 16:25:31,70,15.15,-92.05,87.80000000000001,1.0
Trelew,100,AR,2019-06-24 16:25:31,53,-43.25,-65.31,47.03,8.86
Whitehorse,75,CA,2019-06-24 16:25:31,100,60.72,-135.06,55.004,1.0
Linxia,64,CN,2019-06-24 16:25:31,85,35.6,103.21,55.67,5.83
Kaeo,13,NZ,2019-06-24 16:25:31,93,-35.1,173.78,48.992000000000004,1.79
Muros,40,ES,2019-06-24 16:25:31,64,42.77,-9.06,69.99799999999999,3.6
Pangody,13,RU,2019-06-24 16:25:31,69,65.85,74.49,50.269999999999996,7.89
Klaksvik,0,FO,2019-06-24 16:25:31,71,62.23,-6.59,55.400000000000006,2.6
Strezhevoy,75,RU,2019-06-24 16:25:31,82,60.73,77.6,62.6,2.0
Fairbanks,90,US,2019-06-24 16:25:31,93,64.84,-147.72,59.0,0.89
Labuhan,9,ID,2019-06-24 16:25:31,96,-2.54,115.51,72.95,1.04
Mount Isa,0,AU,2019-06-24 16:25:31,27,-20.73,139.49,50.0,4.1
Berdigestyakh,20,RU,2019-06-24 16:25:31,98,62.1,126.7,53.870000000000005,2.43
Kirakira,9,SB,2019-06-24 16:25:31,86,-10.46,161.92,76.73,1.83
Paamiut,100,GL,2019-06-24 16:25:31,94,61.99,-49.67,40.19,6.23
Newport,80,GB,2019-06-24 16:25:31,77,51.59,-3.0,75.992,5.1
Izumo,20,JP,2019-06-24 16:25:31,82,35.37,132.75,62.6,2.1
Mongoumba,82,CD,2019-06-24 16:25:31,56,3.64,18.59,85.73,2.6
Severodvinsk,90,RU,2019-06-24 16:25:31,76,64.56,39.82,48.2,2.0
Meix-devant-Virton,0,FR,2019-06-24 16:25:31,40,49.61,5.48,89.99600000000001,2.6
Hargeysa,68,SO,2019-06-24 16:25:31,60,9.56,44.06,73.13,2.68
Jiangkou,88,CN,2019-06-24 16:25:31,91,30.7,117.56,68.81,1.35
Sekoma,0,BW,2019-06-24 16:25:31,14,-24.51,23.93,66.11,1.82
Torbay,40,CA,2019-06-24 16:25:31,52,47.66,-52.73,64.4,8.7
Aklavik,90,CA,2019-06-24 16:25:31,81,68.22,-135.01,57.2,1.0
Anito,100,PH,2019-06-24 16:25:31,96,12.45,125.29,75.47,1.81
Kuytun,100,RU,2019-06-24 16:25:31,66,54.34,101.51,65.57,4.4
Hofn,20,IS,2019-06-24 16:25:31,59,64.25,-15.21,62.6,7.2
Pudozh,100,RU,2019-06-24 16:25:31,68,61.81,36.54,57.47,2.63
Mbabane,0,SZ,2019-06-24 16:25:31,58,-26.33,31.14,71.6,3.6
Minab,0,IR,2019-06-24 16:25:31,56,27.15,57.07,96.8,2.1
Tornio,0,FI,2019-06-24 16:25:31,32,61.12,27.27,69.80000000000001,3.6
Guadalajara,0,ES,2019-06-24 16:25:31,24,40.63,-3.16,91.004,5.1
Tabat,62,ID,2019-06-24 16:25:31,96,-2.64,115.23,74.21000000000001,1.02
Yaan,100,NG,2019-06-24 16:25:31,97,7.38,8.57,69.17,4.31
Phalodi,67,IN,2019-06-24 16:25:31,33,27.13,72.36,97.25,7.63
Onega,47,RU,2019-06-24 16:25:31,71,63.91,38.09,47.21,4.4
Mampong,28,GH,2019-06-24 16:25:31,79,7.06,-1.4,83.39,2.1
Buchanan,75,LR,2019-06-24 16:25:31,74,5.88,-10.05,84.2,4.1
Marawi,100,PH,2019-06-24 16:25:31,95,8.0,124.29,73.994,2.24
Bandarbeyla,4,SO,2019-06-24 16:25:31,56,9.49,50.81,84.11,11.28
Cap Malheureux,75,MU,2019-06-24 16:25:31,88,-19.98,57.61,71.6,6.2
Ostersund,0,SE,2019-06-24 16:25:31,51,63.18,14.64,60.8,2.1
Vanavara,0,RU,2019-06-24 16:25:31,64,60.35,102.28,62.33,2.52
Itarema,0,BR,2019-06-24 16:25:31,56,-2.92,-39.92,86.45,4.65
Estacion Coahuila,1,MX,2019-06-24 16:25:31,23,32.19,-115.0,87.008,5.1
Tucumcari,1,US,2019-06-24 16:25:31,46,35.17,-103.73,73.4,2.6
Ayan,49,TR,2019-06-24 16:25:31,60,40.67,33.6,70.25,2.74
Barranca,100,PE,2019-06-24 16:25:31,83,-10.75,-77.76,62.150000000000006,5.05
Amalapuram,40,IN,2019-06-24 16:25:31,65,16.58,82.0,82.4,3.1
Omsukchan,84,RU,2019-06-24 16:25:31,88,62.53,155.8,41.45,1.56
Sovetskiy,0,RU,2019-06-24 16:25:31,58,56.76,48.47,67.73,3.82
Bac Giang,75,VN,2019-06-24 16:25:31,94,21.27,106.2,80.6,1.5
Koslan,99,RU,2019-06-24 16:25:31,44,63.46,48.9,57.83,3.79
Inhambane,40,MZ,2019-06-24 16:25:31,69,-23.87,35.38,73.4,1.0
Santana,75,BR,2019-06-24 16:25:31,70,-0.06,-51.18,87.80000000000001,3.6
Tumen,57,CN,2019-06-24 16:25:31,98,42.97,129.84,56.75,1.47
Paciran,0,ID,2019-06-24 16:25:31,82,-6.9,112.33,71.33000000000001,2.02
Seddon,18,NZ,2019-06-24 16:25:31,91,-41.67,174.07,35.006,2.96
Hendek,0,TR,2019-06-24 16:25:31,54,40.8,30.75,82.4,4.1
Sovetskaya Gavan,76,RU,2019-06-24 16:25:31,96,48.97,140.29,50.81,0.94
Omboue,0,GA,2019-06-24 16:25:31,79,-1.57,9.26,75.65,6.52
Taltal,61,CL,2019-06-24 16:25:31,81,-25.41,-70.49,53.51,2.17
Slonim,20,BY,2019-06-24 16:25:31,65,53.09,25.32,72.77,3.56
Buzovna,0,AZ,2019-06-24 16:25:31,24,40.52,50.11,89.6,2.6
Huntingdon,20,GB,2019-06-24 16:25:31,61,52.33,-0.18,78.99799999999999,4.1
Sorong,47,ID,2019-06-24 16:25:31,94,-0.86,131.25,76.19,2.7
Tautira,41,PF,2019-06-24 16:25:31,83,-17.73,-149.15,71.6,1.5
Elliot Lake,90,CA,2019-06-24 16:25:31,77,46.37,-82.65,62.6,2.6
Poum,75,MK,2019-06-24 16:25:31,56,41.28,20.71,71.6,2.6
Joshimath,41,IN,2019-06-24 16:25:31,77,30.57,79.57,56.57,1.31
Ostrovnoy,100,RU,2019-06-24 16:25:31,76,68.05,39.51,43.07,6.02
Isla Mujeres,75,MX,2019-06-24 16:25:31,74,21.23,-86.73,87.80000000000001,4.6
Dzhebariki-Khaya,21,RU,2019-06-24 16:25:31,76,62.22,135.8,52.97,2.64
Palenque,75,MX,2019-06-24 16:25:31,70,17.51,-91.98,87.80000000000001,5.1
Carman,1,CA,2019-06-24 16:25:31,49,49.51,-98.0,73.994,2.71
Tyup,39,KG,2019-06-24 16:25:31,84,42.73,78.36,39.47,1.72
Port Hedland,0,AU,2019-06-24 16:25:31,71,-20.31,118.58,57.2,1.5
Tromso,75,NO,2019-06-24 16:25:31,81,69.65,18.96,51.8,5.7
Matadi,82,CD,2019-06-24 16:25:31,41,-5.83,13.46,88.43,4.07
Nouakchott,0,MR,2019-06-24 16:25:31,43,18.08,-15.98,87.80000000000001,8.2
Nishihara,75,JP,2019-06-24 16:25:31,93,35.74,139.53,69.008,1.5
Vazante,0,BR,2019-06-24 16:25:31,53,-17.99,-46.9,75.65,3.18
Palatka,20,US,2019-06-24 16:25:31,62,29.65,-81.64,95.0,2.6
Vilyuysk,81,RU,2019-06-24 16:25:31,92,63.75,121.63,59.269999999999996,0.48
Havoysund,75,NO,2019-06-24 16:25:31,66,71.0,24.66,53.6,9.8
Nagorsk,98,RU,2019-06-24 16:25:31,50,59.32,50.8,63.230000000000004,2.99
Ranong,40,TH,2019-06-24 16:25:31,100,9.96,98.62,78.80000000000001,3.63
Touros,40,BR,2019-06-24 16:25:31,58,-5.2,-35.46,86.0,5.1
Bembereke,46,BJ,2019-06-24 16:25:31,50,10.23,2.66,91.67,2.39
Belyy Yar,0,RU,2019-06-24 16:25:31,67,53.6,91.39,57.2,3.0
Yavaros,0,MX,2019-06-24 16:25:31,31,26.7,-109.52,91.004,0.45
Abrau-Dyurso,40,RU,2019-06-24 16:25:31,69,44.7,37.6,80.6,3.0
Salinopolis,8,BR,2019-06-24 16:25:31,72,-0.61,-47.36,82.85,6.03
Poronaysk,100,RU,2019-06-24 16:25:31,95,49.22,143.1,46.49,1.77
Severnoye,100,RU,2019-06-24 16:25:31,85,54.09,52.54,71.50999999999999,3.29
Kamenka,11,RU,2019-06-24 16:25:31,47,53.19,44.05,82.004,3.58
Dauriya,12,RU,2019-06-24 16:25:31,63,49.93,116.85,65.39,6.62
Lucapa,0,AO,2019-06-24 16:25:31,15,-8.42,20.74,87.71000000000001,2.5
Karaton,20,ID,2019-06-24 16:25:31,74,-6.34,106.1,80.6,2.6
Saint-Francois,0,FR,2019-06-24 16:25:31,48,46.42,3.91,86.0,4.6
Damietta,0,EG,2019-06-24 16:25:31,79,31.42,31.81,84.2,5.1
Kurilsk,0,RU,2019-06-24 16:25:31,90,45.23,147.88,48.290000000000006,2.86
Am Timan,94,TD,2019-06-24 16:25:31,28,11.04,20.28,99.05,0.79
Orsha,0,BY,2019-06-24 16:25:31,38,54.51,30.43,75.2,4.0
Pangnirtung,20,CA,2019-06-24 16:25:31,75,66.15,-65.72,44.6,4.6
Burnie,46,AU,2019-06-24 16:25:31,95,-41.05,145.91,42.007999999999996,2.68
Japura,98,ID,2019-06-24 16:25:31,89,-0.42,102.29,76.91,0.83
Buraydah,0,SA,2019-06-24 16:25:31,13,26.33,43.97,105.8,5.1
Chapais,1,CA,2019-06-24 16:25:31,26,49.78,-74.86,59.0,2.1
Santa Barbara,90,US,2019-06-24 16:25:31,88,34.42,-119.7,62.995999999999995,1.5
Port Hawkesbury,75,CA,2019-06-24 16:25:31,62,45.62,-61.36,59.0,5.7
Bosaso,17,SO,2019-06-24 16:25:31,78,11.28,49.18,87.35,1.4
Carinhanha,15,BR,2019-06-24 16:25:31,40,-14.3,-43.77,84.83000000000001,2.48
Sao Joao da Barra,20,BR,2019-06-24 16:25:31,58,-21.64,-41.05,84.2,3.1
Itea,39,GR,2019-06-24 16:25:31,51,38.43,22.42,87.99799999999999,3.13
Isabela,100,PH,2019-06-24 16:25:31,77,10.2,122.99,81.59,3.3
Aleksandrov Gay,39,RU,2019-06-24 16:25:31,33,50.14,48.57,90.05000000000001,4.13
Atessa,0,IT,2019-06-24 16:25:31,54,42.07,14.45,82.994,6.7
Humaita,0,AR,2019-06-24 16:25:31,40,-24.93,-65.37,77.0,1.5
Kutiyana,22,IN,2019-06-24 16:25:31,83,21.62,69.99,83.03,4.85
Vardo,75,US,2019-06-24 16:25:31,51,39.62,-77.74,87.008,1.5
Hailar,100,CN,2019-06-24 16:25:31,76,49.2,119.7,66.11,1.29
Yichun,100,CN,2019-06-24 16:25:31,79,47.72,128.88,66.65,1.9
Comodoro Rivadavia,0,AR,2019-06-24 16:25:31,52,-45.87,-67.48,46.4,8.7
Takaka,0,NZ,2019-06-24 16:25:31,87,-40.86,172.81,48.002,0.45
Tocopilla,54,CL,2019-06-24 16:25:31,76,-22.09,-70.2,59.99,2.02
Anadyr,0,RU,2019-06-24 16:25:31,65,64.73,177.51,48.002,1.0
Dhidhdhoo,0,MV,2019-06-24 16:25:31,76,6.88,73.1,84.11,6.9
Pueblo,1,US,2019-06-24 16:25:31,22,38.25,-104.61,75.2,6.2
Kailua,75,US,2019-06-24 16:25:31,100,21.39,-157.74,78.80000000000001,1.05
North Bend,1,US,2019-06-24 16:25:31,87,43.41,-124.22,57.992000000000004,1.5
Price,1,US,2019-06-24 16:25:31,31,39.6,-110.81,68.0,1.08
Pacifica,75,US,2019-06-24 16:25:31,82,37.61,-122.49,66.992,2.1
Liwale,0,TZ,2019-06-24 16:25:31,55,-9.8,37.92,70.97,2.33
Hirara,100,JP,2019-06-24 16:25:31,83,24.8,125.28,79.61,3.79
Mustasaari,0,FI,2019-06-24 16:25:31,45,63.17,21.67,64.4,4.1
Zhanaozen,39,KZ,2019-06-24 16:25:31,11,43.35,52.85,100.31,5.97
Flin Flon,90,CA,2019-06-24 16:25:31,82,54.77,-101.88,59.0,1.0
Tilichiki,100,RU,2019-06-24 16:25:31,86,60.47,166.1,47.75,1.35
Casambalangan,100,PH,2019-06-24 16:25:31,73,18.38,122.13,85.73,2.38
Sobolevo,11,RU,2019-06-24 16:25:31,71,54.43,31.9,70.61,3.36
Namatanai,51,PG,2019-06-24 16:25:31,86,-3.66,152.44,79.61,5.12
Vestmannaeyjar,75,IS,2019-06-24 16:25:31,87,63.44,-20.27,55.400000000000006,5.7
Correntina,0,BR,2019-06-24 16:25:31,37,-13.34,-44.63,81.77,3.81
Veraval,0,FR,2019-06-24 16:25:31,73,49.65,0.71,73.004,4.1
Manzhouli,100,CN,2019-06-24 16:25:31,84,49.6,117.43,64.31,1.0
Kidal,33,ML,2019-06-24 16:25:31,6,18.44,1.41,113.81,4.82
Sorland,40,NO,2019-06-24 16:25:31,76,67.67,12.69,53.6,7.2
Bontang,100,ID,2019-06-24 16:25:31,98,0.12,117.47,74.57,1.24
Manzanillo,3,CU,2019-06-24 16:25:31,81,20.34,-77.12,80.15,1.09
Rivers,20,CA,2019-06-24 16:25:31,49,50.03,-100.23,71.6,4.6
Delijan,99,IR,2019-06-24 16:25:31,9,33.99,50.69,96.17,3.51
Lufilufi,75,WS,2019-06-24 16:25:31,94,-13.87,-171.6,77.0,1.5
Faya,40,SA,2019-06-24 16:25:31,60,18.39,42.45,82.4,3.6
Ialibu,100,PG,2019-06-24 16:25:31,99,-6.28,143.99,66.47,0.63
Shingu,0,JP,2019-06-24 16:25:31,89,33.72,135.99,57.11,0.75
Karasburg,0,NA,2019-06-24 16:25:31,12,-28.01,18.75,72.77,4.3
Dunedin,0,NZ,2019-06-24 16:25:31,79,-45.87,170.5,44.996,5.61
Sangin,42,AF,2019-06-24 16:25:31,8,32.07,64.85,93.65,5.16
Emerald,0,AU,2019-06-24 16:25:31,50,-23.53,148.16,51.8,5.1
Ambilobe,28,MG,2019-06-24 16:25:31,78,-13.19,49.05,74.39,1.53
Tezu,92,IN,2019-06-24 16:25:31,80,27.93,96.16,77.09,1.98
Valparaiso,90,US,2019-06-24 16:25:31,88,41.47,-87.06,73.994,7.7
Eyl,65,SO,2019-06-24 16:25:31,56,7.98,49.82,83.03,9.65
Lahat,100,ID,2019-06-24 16:25:31,96,-3.78,103.55,67.91,1.66
Alofi,75,NU,2019-06-24 16:25:31,88,-19.06,-169.92,71.6,7.29
Troy,40,US,2019-06-24 16:25:31,41,42.73,-73.69,80.99600000000001,3.1
Lluta,0,PE,2019-06-24 16:25:31,9,-16.02,-72.01,68.0,4.6
Santa Rosa,100,AR,2019-06-24 16:25:31,55,-36.62,-64.29,54.230000000000004,3.89
Vila Velha,40,BR,2019-06-24 16:25:31,62,-3.71,-38.6,86.0,7.7
Visegrad,40,BA,2019-06-24 16:25:31,88,43.78,19.3,66.2,1.0
Boguchany,100,RU,2019-06-24 16:25:31,72,58.38,97.46,63.59,1.56
Leshukonskoye,89,RU,2019-06-24 16:25:31,65,64.9,45.76,48.47,3.97
Henties Bay,0,NA,2019-06-24 16:25:31,92,-22.12,14.28,53.996,2.68
Kiunga,88,PG,2019-06-24 16:25:31,98,-6.12,141.3,72.77,1.0
